Zoning,LotArea,LotShape,LandContour,Neighborhood,BldgType,YearRemodel,ExterCond,Foundation,CentralAir,TotRmsAbvGrd,Fireplaces,GarageCars,TotalFullBath,TotalHalfBath,SaleCondition,HouseAge,ConstArea,QIndex,Price_sqft,log(SalePrice),SalePrice
RM,3068,Reg,Lvl,OldTown,1Fam,1993,Gd,BrkTil,Y,6,0,1.0,1.0,1.0,Normal,90,1986.0,48,61.43001007049345,11.711776323715394,122000
RL,11341,IR1,Lvl,Sawyer,1Fam,1996,TA,CBlock,Y,5,1,2.0,2.0,1.0,Normal,53,2784.0,30,43.64224137931034,11.70766954176274,121500
RL,8521,Reg,Lvl,Sawyer,1Fam,1967,TA,CBlock,Y,5,1,1.0,1.0,0.0,Normal,43,1824.0,25,68.53070175438596,11.736069016284437,125000
RL,8246,IR1,Lvl,Sawyer,1Fam,2001,Gd,CBlock,Y,6,1,1.0,2.0,0.0,Normal,42,2120.0,40,72.64150943396227,11.944707881395766,154000
RL,7800,Reg,Lvl,Sawyer,1Fam,2008,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,44,1756.0,35,78.53075170842824,11.834284063781393,137900
RL,9364,Reg,Lvl,Sawyer,1Fam,1969,TA,CBlock,Y,7,0,1.0,1.0,1.0,Normal,41,2015.0,42,78.41191066997519,11.970350312009105,158000
RL,7832,Reg,Lvl,Sawyer,1Fam,1968,TA,CBlock,Y,4,0,1.0,2.0,0.0,Normal,42,1728.0,25,79.42708333333333,11.829559359371776,137250
RL,7424,IR1,Lvl,Sawyer,Duplex,1978,TA,CBlock,Y,5,2,2.0,2.0,0.0,Normal,32,2692.0,25,59.528231797919766,11.984490374782917,160250
RL,11227,Reg,Lvl,Sawyer,1Fam,1968,Gd,CBlock,Y,7,2,2.0,1.0,1.0,Normal,42,2160.0,25,75.46296296296296,12.0015054797889,163000
RL,9600,Reg,Lvl,Sawyer,1Fam,1995,TA,CBlock,Y,4,0,2.0,2.0,0.0,Normal,60,2134.0,28,59.98125585754452,11.759785542901755,128000
RL,18600,Reg,Lvl,Edwards,1Fam,1990,TA,CBlock,Y,8,1,1.0,2.0,1.0,Normal,72,2582.0,12,48.02478698683191,11.728036844587175,124000
RL,11479,Reg,Lvl,Edwards,1Fam,1987,TA,CBlock,Y,6,1,1.0,2.0,0.0,Normal,60,1737.0,42,83.18940702360392,11.881034786534624,144500
RL,9571,Reg,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,54,2288.0,30,56.38111888111888,11.76756768334381,129000
RL,9350,Reg,Bnk,Edwards,1Fam,1979,TA,CBlock,Y,8,1,1.0,1.0,0.0,Normal,63,2287.0,24,55.53126366418889,11.751942365440728,127000
RL,9525,Reg,Lvl,Edwards,1Fam,1998,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,56,2344.0,35,54.60750853242321,11.759785542901755,128000
RL,10420,Reg,Lvl,Edwards,1Fam,2009,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,1,2424.0,30,76.73267326732673,12.133501952695338,186000
RL,9206,Reg,Lvl,SawyerW,1Fam,1985,TA,CBlock,Y,7,1,2.0,2.0,1.0,Normal,25,2473.0,30,71.97735543873837,12.089538829274222,178000
RL,9938,Reg,Lvl,SawyerW,1Fam,1994,TA,PConc,Y,8,1,2.0,3.0,1.0,Normal,17,2999.0,35,78.69289763254419,12.371587084007746,236000
RL,9069,Reg,Lvl,SawyerW,1Fam,1992,TA,PConc,Y,5,0,2.0,2.0,0.0,Normal,18,1932.0,36,76.08695652173913,11.898187865760873,147000
RL,10475,IR1,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,7,0,3.0,2.0,0.0,Normal,2,3388.0,40,72.41735537190083,12.41044104151805,245350
RL,6762,Reg,Lvl,CollgCr,1Fam,2006,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,4,2395.0,35,86.0125260960334,12.235631447771718,206000
RL,10402,IR1,Lvl,CollgCr,1Fam,2009,TA,PConc,Y,6,0,3.0,2.0,0.0,Normal,1,2452.0,35,81.11745513866232,12.200557464842063,198900
RL,7360,Reg,Lvl,CollgCr,1Fam,2010,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,0,2444.0,35,76.51391162029459,12.138863895836725,187000
RL,12376,Reg,Lvl,SawyerW,1Fam,1990,TA,PConc,Y,11,2,3.0,4.0,0.0,Normal,20,4895.0,35,65.37282941777323,12.676076274775909,320000
RL,14235,IR1,Lvl,SawyerW,1Fam,1993,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,110,2121.0,48,65.2993870815653,11.83862560460953,138500
RL,9337,IR1,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,13,2570.0,35,74.31906614785993,12.160028707028767,191000
RL,8750,Reg,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,12,2486.0,30,80.65164923572003,12.20856952572876,200500
RL,15240,IR1,Lvl,CollgCr,1Fam,2004,Gd,CBlock,Y,5,0,1.0,2.0,1.0,Normal,33,2052.0,40,73.09941520467837,11.918390573078392,150000
RL,10900,IR1,Lvl,CollgCr,1Fam,1977,TA,CBlock,Y,6,0,1.0,1.0,1.0,Normal,33,2081.0,42,77.72705430081692,11.993807212363148,161750
RL,10650,Reg,Lvl,CollgCr,1Fam,1976,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,34,1788.0,30,71.70022371364654,11.761346823468706,128200
RL,7480,Reg,Lvl,CollgCr,1Fam,1972,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,38,1752.0,30,72.48858447488584,11.751942365440728,127000
RL,10389,Reg,Lvl,CollgCr,1Fam,2003,TA,PConc,Y,8,1,3.0,3.0,1.0,Normal,7,3956.0,40,80.38422649140546,12.669806661762314,318000
RL,11423,Reg,Lvl,CollgCr,1Fam,2002,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,9,3182.0,40,85.48082966687618,12.513557345278134,272000
RL,9548,IR1,Lvl,CollgCr,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,7,2770.0,42,85.5595667870036,12.375815420117268,237000
RL,9375,Reg,Lvl,CollgCr,1Fam,1997,TA,PConc,Y,9,1,2.0,2.0,1.0,Normal,13,3138.0,35,76.48183556405354,12.388394202324129,240000
RM,4435,Reg,Lvl,CollgCr,TwnhsE,2003,TA,PConc,Y,4,0,2.0,2.0,0.0,Normal,7,1696.0,30,84.75825471698113,11.875830958659597,143750
RM,4426,Reg,Lvl,CollgCr,TwnhsE,2004,TA,PConc,Y,3,0,2.0,2.0,0.0,Normal,6,1696.0,30,84.31603773584905,11.870599909242044,143000
RL,8400,Reg,Lvl,CollgCr,1Fam,2005,TA,PConc,Y,7,0,2.0,3.0,0.0,Normal,6,2957.0,35,72.03246533648968,12.269047444691562,213000
RL,8773,Reg,Lvl,CollgCr,1Fam,2004,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,6,2828.0,35,65.5940594059406,12.130810161029627,185500
RL,6305,Reg,Lvl,Edwards,1Fam,1975,TA,CBlock,Y,5,1,1.0,2.0,0.0,Normal,35,2104.0,36,59.50570342205323,11.737667737648135,125200
RL,7819,Reg,Lvl,Edwards,1Fam,1976,TA,CBlock,Y,6,1,2.0,2.0,0.0,Abnorml,34,2146.0,30,49.86020503261883,11.580584113444043,107000
RL,6410,Reg,HLS,Edwards,1Fam,1958,TA,CBlock,Y,5,0,0.0,1.0,0.0,Normal,52,1920.0,20,46.875,11.407564949312402,90000
RM,8546,Reg,Lvl,Edwards,1Fam,2004,TA,PConc,Y,5,0,2.0,2.0,0.0,Normal,7,2242.0,20,62.44424620874219,11.84939770159144,140000
RL,8741,Reg,Lvl,Edwards,1Fam,1950,TA,CBlock,Y,7,1,1.0,1.0,1.0,Normal,65,2222.0,24,50.85508550855086,11.635143097694478,113000
RL,8562,Reg,Lvl,Edwards,1Fam,2002,TA,CBlock,Y,7,1,1.0,1.0,0.0,Normal,53,2742.0,30,52.69876002917579,11.881034786534624,144500
RL,5000,Reg,Lvl,SWISU,1Fam,1950,TA,BrkTil,Y,6,1,1.0,2.0,0.0,Normal,86,2717.0,30,46.74273095325727,11.751942365440728,127000
RL,7890,Reg,Lvl,SWISU,1Fam,1950,TA,CBlock,Y,4,1,2.0,2.0,0.0,Normal,71,1712.0,36,73.59813084112149,11.744037185933616,126000
RL,9839,Reg,Lvl,SWISU,1Fam,1950,TA,PConc,Y,7,1,0.0,2.0,0.0,Normal,79,2560.0,10,39.0625,11.512925464970229,100000
RL,9638,Reg,Lvl,SWISU,1Fam,1990,TA,PConc,Y,10,1,1.0,2.0,0.0,Normal,91,3251.0,42,51.984004921562594,12.037653993905211,169000
RL,10452,IR1,Lvl,Crawfor,1Fam,1985,Gd,BrkTil,Y,8,2,1.0,2.0,1.0,Normal,69,3661.0,42,70.33597377765638,12.458774999085929,257500
RL,15600,Reg,Lvl,Crawfor,Duplex,1991,Gd,CBlock,Y,11,0,2.0,2.0,1.0,Normal,60,3209.0,30,66.99906512932378,12.2783933071098,215000
RL,19645,IR1,Lvl,Crawfor,1Fam,2007,TA,PConc,Y,6,0,2.0,3.0,1.0,Normal,16,2075.0,42,97.89638554216867,12.221626061623574,203135
RL,15602,IR1,Lvl,Crawfor,1Fam,1997,TA,CBlock,Y,6,2,2.0,3.0,0.0,Normal,51,3302.0,56,87.52271350696547,12.57418196709457,289000
RM,5436,Reg,Lvl,IDOTRR,1Fam,2007,Gd,BrkTil,Y,7,0,1.0,2.0,0.0,Normal,88,1950.0,32,64.35897435897436,11.740061037553975,125500
RM,9140,Reg,HLS,IDOTRR,1Fam,1975,TA,BrkTil,Y,5,0,1.0,1.0,0.0,Normal,89,1736.0,30,63.36405529953917,11.608235644774552,110000
RM,3811,IR1,HLS,Crawfor,TwnhsE,2005,TA,PConc,Y,5,1,2.0,3.0,1.0,Normal,6,3240.0,40,75.92592592592592,12.4130868149145,246000
RL,11050,Reg,Lvl,Mitchel,1Fam,1999,TA,PConc,Y,8,1,3.0,3.0,1.0,Normal,12,2965.0,40,85.96964586846543,12.448626590364206,254900
RL,9620,Reg,Lvl,Mitchel,1Fam,1977,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,33,2528.0,42,75.15822784810126,12.154779351142624,190000
RL,9196,IR1,Lvl,Mitchel,1Fam,2003,TA,PConc,Y,7,0,2.0,2.0,0.0,Normal,7,3120.0,35,64.42307692307692,12.211060187041213,201000
RL,12328,IR1,Lvl,Mitchel,1Fam,1976,TA,CBlock,Y,6,0,3.0,2.0,0.0,Normal,34,2046.0,30,83.04007820136853,12.042965307660024,169900
RL,11896,IR1,Lvl,Timber,1Fam,2008,TA,PConc,Y,6,1,3.0,3.0,0.0,Normal,2,2682.0,35,82.0283370618941,12.301382825334498,220000
RL,9803,Reg,Lvl,Timber,1Fam,2010,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,1,2428.0,35,74.04489291598023,12.09949472246591,179781
RL,9802,Reg,Lvl,Timber,1Fam,2007,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,4,1828.0,25,95.18599562363238,12.066810578196666,174000
RL,12003,Reg,Lvl,Timber,1Fam,2010,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,1,2742.0,40,98.28592268417214,12.504323669331189,269500
RL,11316,Reg,Lvl,Timber,1Fam,2003,TA,PConc,Y,8,1,2.0,3.0,1.0,Normal,8,2711.0,35,79.26964219845075,12.277928082630602,214900
RL,14191,Reg,Lvl,Timber,1Fam,2002,TA,PConc,Y,9,0,2.0,2.0,1.0,Normal,8,2875.0,40,70.57391304347826,12.220468525813907,202900
RL,13214,IR1,HLS,Timber,1Fam,2009,TA,PConc,Y,10,1,3.0,2.0,0.0,Normal,2,4020.0,45,94.1542288557214,12.84397135185964,378500
RL,15300,Reg,Bnk,Mitchel,1Fam,1977,TA,CBlock,Y,7,1,2.0,2.0,0.0,Normal,45,2332.0,25,72.46998284734134,12.037653993905211,169000
RL,10114,Reg,Lvl,Mitchel,1Fam,2005,TA,PConc,Y,7,0,2.0,2.0,0.0,Normal,6,2860.0,25,60.66433566433567,12.063932878369052,173500
RL,11875,Reg,Lvl,Mitchel,1Fam,1999,TA,PConc,Y,7,1,2.0,2.0,0.0,Normal,11,2688.0,25,61.941964285714285,12.022750588402635,166500
RM,1974,Reg,Lvl,MeadowV,TwnhsE,1973,TA,CBlock,Y,6,0,1.0,1.0,1.0,Normal,37,1638.0,20,50.97680097680097,11.332601910838946,83500
RM,2592,Reg,Lvl,MeadowV,TwnhsE,1976,TA,CBlock,Y,4,0,1.0,1.0,1.0,Normal,34,1648.0,15,51.577669902912625,11.350406535472453,85000
RM,1476,Reg,Lvl,MeadowV,Twnhs,1970,TA,CBlock,Y,5,0,0.0,1.0,1.0,Normal,40,1638.0,28,46.3980463980464,11.238488619268468,76000
RM,1491,Reg,Lvl,MeadowV,TwnhsE,1972,TA,CBlock,Y,3,0,0.0,2.0,0.0,Normal,38,1260.0,24,59.92063492063492,11.231887935237117,75500
RM,1900,Reg,Lvl,MeadowV,TwnhsE,1970,TA,CBlock,Y,5,0,0.0,1.0,1.0,Normal,40,1638.0,16,53.876678876678874,11.387928974795543,88250
RM,1890,Reg,Lvl,MeadowV,TwnhsE,1972,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,38,1638.0,24,52.1978021978022,11.356271654924852,85500
RL,26142,IR1,Lvl,Mitchel,1Fam,1962,TA,CBlock,Y,6,0,1.0,1.0,0.0,Normal,48,2376.0,35,66.45622895622895,11.969717200243734,157900
RL,12887,Reg,Lvl,Mitchel,1Fam,1984,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,26,1666.0,35,89.97599039615847,11.917723684090689,149900
RL,10475,Reg,Lvl,Mitchel,1Fam,1991,TA,PConc,Y,6,0,2.0,1.0,1.0,Normal,19,1898.0,25,71.65437302423604,11.820410164718188,136000
RL,10544,IR1,Lvl,Mitchel,1Fam,1969,TA,CBlock,Y,8,0,1.0,2.0,0.0,Normal,41,2343.0,25,68.715322236449,11.9891596439666,161000
RL,9892,Reg,Lvl,Mitchel,1Fam,1995,Gd,PConc,Y,6,2,2.0,3.0,2.0,Normal,16,3482.0,40,81.84951177484204,12.560244459250788,285000
RL,12961,Reg,Lvl,Mitchel,1Fam,1994,Gd,PConc,Y,7,1,2.0,3.0,1.0,Normal,17,2949.0,30,78.33163784333672,12.35017298950393,231000
RL,13008,IR1,Lvl,NAmes,1Fam,1956,TA,CBlock,Y,5,0,1.0,1.0,0.0,Normal,53,1764.0,30,70.578231292517,11.732060994886899,124500
RL,10200,Reg,Lvl,NAmes,1Fam,1974,TA,CBlock,Y,7,1,2.0,3.0,0.0,Normal,35,2868.0,30,54.741980474198044,11.964001084330445,157000
RL,10179,IR1,Lvl,Gilbert,1Fam,1997,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,12,2553.0,30,74.22640031335683,12.152144303504619,189500
RL,11792,IR1,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,9,1,3.0,2.0,1.0,Normal,6,3291.0,40,82.04193254329991,12.506177237980511,270000
RL,8400,Reg,Lvl,Gilbert,1Fam,1997,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,13,2012.0,35,93.93638170974155,12.14950229404178,189000
RL,14892,IR1,HLS,Gilbert,1Fam,2007,TA,PConc,Y,7,2,3.0,3.0,0.0,Normal,3,3492.0,45,108.10423825887743,12.841325847671216,377500
RL,8530,IR1,Lvl,Gilbert,1Fam,1996,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,14,1858.0,35,90.68891280947255,12.034691028774553,168500
RL,7296,IR1,Lvl,StoneBr,TwnhsE,2005,TA,PConc,Y,8,1,2.0,3.0,0.0,Normal,5,4730.0,40,79.28118393234672,12.834681304952548,375000
RL,5664,IR1,Lvl,StoneBr,TwnhsE,2000,TA,PConc,Y,5,1,2.0,3.0,0.0,Normal,9,3160.0,40,87.9746835443038,12.535376392672774,278000
RL,7380,IR1,Lvl,StoneBr,1Fam,1998,TA,PConc,Y,5,0,2.0,3.0,0.0,Normal,11,2896.0,40,82.87292817679558,12.388394202324129,240000
RL,8013,IR1,Lvl,StoneBr,TwnhsE,1996,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,14,3321.0,40,72.11683227943391,12.386308695833106,239500
RL,8923,IR1,Lvl,Gilbert,1Fam,1998,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,11,1766.0,35,100.50962627406568,12.086725887897607,177500
RL,10141,IR1,Lvl,Gilbert,1Fam,1998,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,11,2550.0,35,72.54901960784314,12.128111104060462,185000
RL,7500,Reg,Lvl,Gilbert,1Fam,1999,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,11,2588.0,30,73.80216383307574,12.160028707028767,191000
RL,7837,IR1,Lvl,Gilbert,1Fam,1994,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,16,2370.0,42,75.10548523206751,12.089538829274222,178000
RL,8803,IR1,Lvl,Gilbert,1Fam,1995,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,15,2223.0,30,81.56365272154746,12.10799664436583,181316
RL,7250,Reg,Lvl,Gilbert,1Fam,1993,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,16,2371.0,30,70.01265288907634,12.01974306733868,166000
RL,9636,IR1,Lvl,Gilbert,1Fam,1993,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,17,2401.0,30,74.13577675968347,12.089538829274222,178000
RL,8125,Reg,Lvl,Gilbert,1Fam,1995,TA,PConc,Y,6,1,2.0,2.0,1.0,Normal,15,2183.0,30,79.70682546953734,12.066810578196666,174000
RL,9248,IR1,Lvl,Gilbert,1Fam,1992,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,17,2325.0,36,74.40860215053763,12.061046873479915,173000
RL,10762,IR1,Lvl,Gilbert,1Fam,1999,TA,PConc,Y,9,1,2.0,2.0,1.0,Normal,10,2961.0,35,75.98784194528875,12.323855681186558,225000
RL,11851,Reg,Lvl,Gilbert,1Fam,1990,TA,PConc,Y,5,0,2.0,2.0,0.0,Normal,19,2866.0,35,62.97976273551989,12.103486056755072,180500
RL,5814,IR1,Lvl,StoneBr,TwnhsE,1984,TA,CBlock,Y,4,1,2.0,2.0,0.0,Abnorml,25,2580.0,40,72.67441860465117,12.141534124392603,187500
RL,17423,IR1,Lvl,StoneBr,1Fam,2009,TA,PConc,Y,9,1,3.0,3.0,0.0,Partial,1,4450.0,45,112.7723595505618,13.1260306447518,501837
RL,11844,IR1,Lvl,StoneBr,1Fam,2008,TA,PConc,Y,7,1,3.0,2.0,1.0,Partial,1,4092.0,40,91.03128054740958,12.827992316801751,372500
RL,11900,Reg,Lvl,Gilbert,1Fam,1977,TA,PConc,Y,6,1,2.0,3.0,1.0,Normal,32,3056.0,30,60.53664921465968,12.128111104060462,185000
RL,13005,IR1,Lvl,NWAmes,1Fam,1980,TA,CBlock,Y,10,1,2.0,3.0,1.0,Normal,29,3198.0,49,81.30081300813008,12.468436909997665,260000
RL,17043,IR1,Lvl,NWAmes,1Fam,1998,Gd,CBlock,Y,7,1,2.0,2.0,0.0,Normal,30,2948.0,30,61.39755766621438,12.106252310247962,181000
RL,16635,IR1,Lvl,NWAmes,1Fam,2000,TA,CBlock,Y,8,1,2.0,2.0,1.0,Normal,32,3204.0,42,67.103620474407,12.2783933071098,215000
RL,10928,Reg,Lvl,NWAmes,1Fam,1986,TA,PConc,Y,7,1,2.0,2.0,0.0,Normal,31,3098.0,36,64.55777921239509,12.206072645530174,200000
RL,12388,IR1,Lvl,NWAmes,1Fam,1991,TA,CBlock,Y,9,1,2.0,2.0,1.0,Normal,29,3716.0,49,67.0075349838536,12.425208175446844,249000
RL,14115,Reg,Lvl,NWAmes,1Fam,1980,TA,CBlock,Y,6,2,2.0,3.0,0.0,Normal,29,2844.0,35,65.92827004219409,12.141534124392603,187500
RL,11088,Reg,Lvl,NWAmes,1Fam,1998,TA,PConc,Y,7,1,2.0,2.0,0.0,Normal,31,2847.0,30,64.6294344924482,12.122691036591123,184000
RL,9600,Reg,Lvl,NWAmes,1Fam,1981,TA,PConc,Y,9,1,2.0,3.0,1.0,Normal,28,5048.0,40,55.07131537242472,12.535376392672774,278000
RL,11880,IR1,Lvl,NWAmes,1Fam,1978,TA,CBlock,Y,7,1,2.0,2.0,0.0,Abnorml,31,2872.0,35,54.66573816155989,11.964001084330445,157000
RL,10304,IR1,Lvl,NWAmes,1Fam,1976,Gd,CBlock,Y,9,1,2.0,3.0,1.0,Normal,33,2648.0,35,74.58459214501511,12.193493863323313,197500
FV,7000,Reg,Lvl,Somerst,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,6,2810.0,35,85.72953736654804,12.392137188602963,240900
FV,8004,IR1,Lvl,Somerst,1Fam,2009,TA,PConc,Y,8,0,2.0,3.0,1.0,Partial,0,2767.0,40,95.20599927719552,12.481561937216318,263435
FV,8470,Reg,Lvl,Somerst,1Fam,2002,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,7,2783.0,40,84.44125044915559,12.367340793126296,235000
RL,9373,IR1,Lvl,NWAmes,1Fam,1975,TA,CBlock,Y,7,2,2.0,3.0,0.0,Normal,34,3242.0,35,65.70018507094386,12.269047444691562,213000
RL,10140,Reg,Lvl,NWAmes,1Fam,1974,TA,CBlock,Y,6,1,2.0,3.0,0.0,Normal,35,2232.0,36,75.22401433691756,12.031123843065632,167900
RL,11050,IR1,Lvl,NWAmes,1Fam,1975,TA,CBlock,Y,5,1,2.0,2.0,0.0,Normal,34,2369.0,35,66.6948079358379,11.970350312009105,158000
RL,10140,Reg,Lvl,NWAmes,1Fam,1974,TA,CBlock,Y,7,1,2.0,2.0,0.0,Normal,35,2414.0,30,68.35128417564209,12.013700752882718,165000
RL,10448,IR1,Lvl,NWAmes,1Fam,1972,TA,CBlock,Y,7,1,2.0,2.0,1.0,Abnorml,37,2808.0,36,56.267806267806264,11.970350312009105,158000
RL,9000,Reg,Lvl,NAmes,Duplex,1974,TA,CBlock,Y,8,0,0.0,2.0,2.0,Normal,35,2688.0,25,50.595238095238095,11.820410164718188,136000
RL,8750,IR1,Lvl,NAmes,1Fam,1970,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,39,2004.0,30,74.10179640718563,11.908340237224891,148500
RL,7930,Reg,Lvl,NAmes,1Fam,2005,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,40,2052.0,48,76.0233918128655,11.957611286231675,156000
RL,7830,IR1,Lvl,NAmes,1Fam,1970,TA,CBlock,Y,6,0,2.0,1.0,1.0,Normal,39,2360.0,25,54.23728813559322,11.759785542901755,128000
RL,8510,IR1,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,6,0,1.0,2.0,1.0,Normal,38,2093.0,35,68.32298136645963,11.870599909242044,143000
RL,7038,Reg,Lvl,NAmes,1Fam,1970,TA,CBlock,Y,5,0,2.0,2.0,0.0,Abnorml,39,1728.0,24,44.270833333333336,11.245046019814627,76500
RL,6960,Reg,Lvl,NAmes,1Fam,1970,TA,CBlock,Y,5,0,2.0,1.0,0.0,Normal,39,1728.0,24,69.73379629629629,11.699405031912846,120500
RL,8120,Reg,Lvl,NAmes,1Fam,1970,Gd,CBlock,Y,5,0,2.0,1.0,0.0,Normal,39,1728.0,28,72.04861111111111,11.732060994886899,124500
RL,10500,Reg,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,4,0,2.0,1.0,0.0,Abnorml,38,1728.0,24,56.13425925925926,11.48246625748552,97000
RL,9000,Reg,Lvl,NAmes,1Fam,2006,Gd,CBlock,Y,5,0,2.0,1.0,0.0,Normal,38,1728.0,28,75.23148148148148,11.77528972943772,130000
RM,1680,Reg,Lvl,BrDale,Twnhs,1973,TA,CBlock,Y,5,0,1.0,2.0,1.0,Normal,36,1470.0,30,75.51020408163265,11.617285480294472,111000
RM,2368,Reg,Lvl,BrDale,TwnhsE,1970,TA,CBlock,Y,7,0,2.0,1.0,1.0,Normal,39,2130.0,30,58.68544600938967,11.736069016284437,125000
RM,1680,Reg,Lvl,BrDale,Twnhs,1971,TA,CBlock,Y,6,0,1.0,2.0,1.0,Abnorml,38,1932.0,25,57.971014492753625,11.626254150277232,112000
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,5,0,1.0,2.0,1.0,Normal,37,1470.0,36,65.98639455782313,11.48246625748552,97000
RM,1680,Reg,Lvl,BrDale,Twnhs,2007,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,37,1470.0,48,80.27210884353741,11.678439903447801,118000
RM,1680,Reg,Lvl,BrDale,Twnhs,1972,TA,CBlock,Y,6,0,1.0,2.0,1.0,Normal,37,1932.0,35,61.85300207039337,11.691071650353702,119500
RL,7150,Reg,Lvl,NAmes,1Fam,1967,TA,CBlock,Y,5,0,1.0,1.0,0.0,Normal,42,1784.0,25,56.053811659192824,11.512925464970229,100000
RL,10710,Reg,Lvl,NAmes,1Fam,2004,TA,PConc,Y,5,1,2.0,1.0,1.0,Normal,43,1984.0,35,75.0,11.910358401381128,148800
RL,12456,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,3,3418.0,50,98.74195435927443,12.729320789294722,337500
RL,13518,Reg,Lvl,NridgHt,1Fam,2009,TA,PConc,Y,11,2,3.0,3.0,1.0,Partial,1,5066.0,45,95.73628108961705,13.091904169919621,485000
RL,15431,Reg,Lvl,NridgHt,1Fam,2008,TA,PConc,Y,10,2,3.0,3.0,0.0,Normal,1,5496.0,50,100.9825327510917,13.226723392728571,555000
RL,13173,IR1,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,6,2,2.0,3.0,0.0,Normal,3,3304.0,45,98.36561743341404,12.691580461311874,325000
RL,14230,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,2.0,0.0,Normal,2,3166.0,40,80.95388502842704,12.454103912352162,256300
RL,12704,Reg,Lvl,NridgHt,1Fam,2009,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,1,4084.0,40,62.02081292850147,12.442302200392747,253293
RL,12350,Reg,Lvl,NridgHt,1Fam,2009,TA,PConc,Y,8,1,3.0,3.0,1.0,Partial,0,4055.0,45,98.34771886559803,12.89621531706982,398800
RL,11308,IR1,Lvl,NridgHt,1Fam,2008,TA,PConc,Y,10,1,3.0,3.0,1.0,Normal,1,3288.0,45,101.88564476885645,12.721885810807203,335000
RL,12350,Reg,Lvl,NridgHt,1Fam,2008,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,1,4040.0,45,100.0,12.909170156943286,404000
RL,12220,Reg,Lvl,NridgHt,1Fam,2009,TA,CBlock,Y,9,1,3.0,3.0,1.0,Partial,0,4026.0,50,100.06482861400895,12.906346868281233,402861
RL,13891,Reg,Lvl,NridgHt,1Fam,2009,TA,PConc,Y,12,1,3.0,3.0,1.0,Partial,1,4556.0,45,127.94841966637401,13.275827535915461,582933
RL,11578,Reg,Lvl,NridgHt,1Fam,2008,TA,PConc,Y,7,1,3.0,2.0,0.0,Normal,1,3472.0,45,103.68663594470046,12.793859310432293,360000
RL,11146,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,7,1,3.0,2.0,0.0,Normal,3,3426.0,40,74.57676590776416,12.450977688625896,255500
RL,9591,Reg,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,5,3426.0,40,80.2393461762989,12.524162674153336,274900
