SID,PID,SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,HouseAge1,HouseAge2,WeatherControl,TotalBath,GarageIndex
121,534401110,20,RL,90.0,9900,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,PConc,1209.0,GasA,SBrkr,1209,3,3,6,Typ,0,,2.0,504.0,Y,0,0,120,0,0,0,,,,0,ConLD,Normal,159000,11.976659481202368,44,44,6,2.0,3.0
122,534401140,20,RL,88.0,9680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,TA,CBlock,1510.0,GasA,SBrkr,1510,3,4,6,Typ,0,,2.0,517.0,Y,0,40,0,0,204,0,,GdPrv,,0,WD ,Normal,178900,12.09458226949681,43,43,8,3.0,3.0
124,534403410,80,RL,,14112,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,PConc,1152.0,GasA,SBrkr,1152,3,3,6,Typ,1,Gd,2.0,484.0,Y,227,0,0,0,0,0,,,,0,WD ,Normal,180500,12.103486056755072,46,46,4,2.0,3.0
127,534430080,20,RL,68.0,9717,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,1078.0,GasA,FuseA,1078,2,4,5,Typ,0,,1.0,240.0,Y,366,0,112,0,0,0,,,,0,WD ,Normal,142125,11.864462231052837,60,14,6,2.0,3.0
128,534431050,50,RL,68.0,9724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,265.0,Gd,CBlock,1140.0,GasA,SBrkr,2461,3,3,7,Min2,2,Gd,2.0,400.0,Y,0,0,0,0,0,0,,GdWo,,0,WD ,Normal,197600,12.194000064295905,58,8,6,2.0,3.0
129,534431070,50,RL,120.0,17360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,CBlock,782.0,GasA,SBrkr,1556,3,3,6,Typ,1,Gd,2.0,470.0,Y,0,0,150,0,0,0,,,,0,WD ,Normal,172500,12.058152515453552,61,60,4,2.0,3.0
130,534450180,20,RL,50.0,7207,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,CBlock,858.0,GasA,SBrkr,858,2,3,4,Typ,0,,0.0,0.0,Y,117,0,0,0,0,0,,,,0,WD ,Normal,116500,11.665646551987892,52,2,6,2.0,
131,534451150,30,RL,55.0,5350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,CBlock,728.0,GasA,SBrkr,1306,3,2,6,Mod,0,,0.0,0.0,Y,263,0,0,0,0,0,,GdWo,Shed,450,WD ,Normal,76500,11.245046019814627,70,44,8,1.0,
132,534475100,20,RL,80.0,9920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,CBlock,1056.0,GasA,SBrkr,1063,3,3,6,Typ,0,,1.0,280.0,Y,0,0,164,0,0,0,,MnPrv,,0,WD ,Normal,128000,11.759785542901755,56,56,4,2.0,3.0
133,534476260,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,CBlock,1156.0,GasA,SBrkr,1520,3,3,7,Typ,2,Gd,1.0,364.0,Y,0,0,189,0,0,0,,,,0,WD ,Normal,153000,11.938193200374572,55,38,8,2.0,3.0
134,534479320,20,RL,78.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,PConc,1268.0,GasA,SBrkr,1268,2,3,7,Typ,1,Gd,1.0,244.0,Y,0,98,0,0,0,0,,,,0,WD ,Normal,132000,11.790557201568507,56,56,6,1.0,3.0
135,535101020,85,RL,75.0,11380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,216.0,TA,CBlock,1080.0,GasA,SBrkr,1128,2,4,5,Typ,1,Gd,1.0,315.0,Y,238,0,0,0,0,0,,,Shed,1500,WD ,Normal,178000,12.089538829274222,44,2,6,2.0,3.0
137,535125010,20,RL,,19900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,CBlock,1947.0,GasA,SBrkr,2207,3,3,7,Min1,1,Gd,2.0,576.0,Y,301,0,0,0,0,0,,,,0,WD ,Normal,180000,12.100712129872347,40,21,4,3.0,3.0
138,535126040,20,RL,137.0,16492,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,Gable,CompShg,BrkFace,Plywood,,0.0,Gd,CBlock,1517.0,GasA,SBrkr,1888,2,4,6,Mod,1,Gd,2.0,578.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,190000,12.154779351142624,44,8,8,3.0,3.0
140,535152050,20,RL,70.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,PConc,1480.0,GasA,SBrkr,1480,3,4,7,Typ,0,,2.0,620.0,Y,252,73,0,0,0,0,,MnPrv,Shed,300,WD ,Normal,214000,12.273731294003989,7,1,8,3.0,3.0
141,535152130,20,RL,,8050,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,150.0,TA,CBlock,1143.0,GasA,SBrkr,1143,3,3,6,Typ,0,,1.0,308.0,Y,0,0,0,0,0,0,,GdPrv,,0,WD ,Normal,136000,11.820410164718188,51,51,4,2.0,3.0
142,535152150,20,RL,70.0,10552,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,CBlock,1398.0,GasA,SBrkr,1700,4,4,6,Typ,1,Gd,2.0,447.0,Y,0,38,0,0,0,0,,,,0,WD ,Normal,165500,12.016726473799254,51,51,6,3.0,3.0
143,535152250,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,1314.0,GasA,SBrkr,1314,3,3,5,Typ,0,,1.0,294.0,Y,250,0,0,0,0,0,,,,0,WD ,Normal,145000,11.884489021402711,53,53,4,2.0,3.0
144,535153070,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,CBlock,1194.0,GasA,SBrkr,1194,3,3,6,Typ,0,,1.0,312.0,Y,0,0,120,0,0,0,,,,0,WD ,Normal,148000,11.904967552746252,51,51,4,2.0,3.0
146,535175070,20,RL,73.0,9300,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,HdBoard,BrkFace,324.0,TA,CBlock,1268.0,GasA,SBrkr,1264,3,3,6,Typ,2,Gd,2.0,461.0,Y,0,0,0,0,143,0,,,,0,WD ,Normal,167500,12.028738630247258,50,50,4,2.0,3.0
147,535175180,20,RL,87.0,10725,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,91.0,TA,CBlock,1206.0,GasA,SBrkr,1206,3,3,6,Typ,0,,1.0,312.0,Y,0,21,0,0,0,0,,,,0,WD ,Normal,108538,11.594855621061042,51,51,2,1.0,3.0
148,535179020,20,RL,80.0,10032,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,TA,CBlock,1244.0,GasA,SBrkr,1580,3,3,6,Typ,2,Gd,2.0,440.0,Y,0,28,0,0,160,0,,GdWo,,0,WD ,Normal,159500,11.979799201207037,51,51,8,3.0,3.0
149,535180130,50,RL,60.0,8382,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,832.0,GasA,FuseA,1337,3,3,5,Typ,0,,1.0,263.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,108000,11.589886506106357,54,54,4,1.0,3.0
150,535302080,20,RL,60.0,10950,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,CBlock,864.0,GasA,SBrkr,1064,2,2,4,Typ,0,,1.0,318.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,135000,11.813030057420567,58,58,4,2.0,3.0
151,535302200,20,RL,119.0,10895,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,972.0,GasA,SBrkr,972,3,3,5,Typ,0,,1.0,305.0,Y,0,0,205,0,0,0,,GdWo,,0,WD ,Normal,122500,11.715866308966918,55,55,4,1.0,3.0
154,535325400,30,RL,65.0,7898,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,576.0,GasA,SBrkr,985,2,3,4,Typ,0,,2.0,676.0,N,0,0,0,0,0,0,,,,0,WD ,Normal,105000,11.56171562913966,90,16,6,2.0,3.0
155,535327140,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Slab,0.0,GasA,SBrkr,827,2,3,5,Mod,1,Po,1.0,392.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,107500,11.585246126549855,55,3,8,1.0,3.0
156,535350030,20,RL,85.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,CBlock,1086.0,GasA,SBrkr,1086,3,3,6,Typ,0,,2.0,490.0,Y,0,0,0,0,0,0,,GdWo,,0,WD ,Normal,144900,11.883799128308773,56,7,6,2.0,3.0
157,535350040,20,RL,74.0,5868,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,936.0,GasA,SBrkr,936,2,3,4,Typ,0,,1.0,308.0,Y,0,0,80,0,160,0,,,,0,WD ,Normal,129000,11.76756768334381,54,10,8,2.0,3.0
160,535401080,20,RL,,9830,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,1063.0,GasA,SBrkr,1287,3,4,7,Typ,1,Gd,2.0,576.0,Y,364,17,0,0,182,0,,,,0,WD ,Normal,162000,11.99535161421452,51,4,8,2.0,3.0
161,535425010,80,RL,96.0,11275,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,CBlock,710.0,GasA,SBrkr,2978,5,4,11,Typ,1,Gd,2.0,564.0,Y,240,0,0,0,0,0,,,,0,WD ,Normal,242000,12.396693005138824,43,3,8,3.0,3.0
162,535450210,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,CBlock,816.0,GasA,SBrkr,1224,3,3,5,Typ,0,,1.0,280.0,Y,414,0,0,0,0,0,,GdWo,,0,WD ,Normal,132000,11.790557201568507,62,6,4,2.0,3.0
163,535453070,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,CBlock,1246.0,GasA,SBrkr,1246,3,4,6,Typ,0,,1.0,305.0,Y,218,0,0,0,0,0,,GdPrv,,0,WD ,Normal,154000,11.944707881395766,51,16,8,3.0,3.0
164,535454070,50,RL,71.0,8520,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,CBlock,910.0,GasA,SBrkr,1385,4,3,6,Typ,0,,2.0,720.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,166000,12.01974306733868,58,58,2,2.0,3.0
165,535456110,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,900.0,GasA,SBrkr,900,3,4,5,Typ,0,,2.0,576.0,Y,222,32,0,0,0,0,,,,0,WD ,Normal,134800,11.811547477460344,59,10,4,2.0,3.0
166,535457010,20,RL,87.0,10000,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,CBlock,1116.0,GasA,SBrkr,1116,3,3,5,Typ,0,,2.0,440.0,Y,0,0,0,0,385,0,,,,0,WD ,Normal,160000,11.982929094215963,48,48,4,2.0,3.0
167,535457090,20,RL,81.0,7635,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,CBlock,1175.0,GasA,SBrkr,1175,3,3,6,Typ,0,,2.0,484.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,148000,11.904967552746252,50,50,8,2.0,3.0
168,535476350,20,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,TA,CBlock,1395.0,GasA,SBrkr,1395,2,3,7,Min1,1,TA,2.0,440.0,Y,657,0,113,0,240,0,,,,0,WD ,Normal,192000,12.165250651009918,47,26,4,2.0,3.0
169,535477020,60,RL,70.0,7700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,CBlock,756.0,GasA,SBrkr,1839,4,3,7,Typ,1,TA,2.0,442.0,Y,0,124,216,0,0,0,,,,0,WD ,Normal,155000,11.951180395901384,44,44,4,2.0,3.0
171,902104060,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,576.0,GasA,SBrkr,1140,3,3,7,Min2,0,,0.0,0.0,N,0,160,0,0,0,0,,,,0,WD ,Normal,96500,11.477298287327077,100,6,6,1.0,
172,902106130,30,RM,56.0,4485,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,936.0,GasA,SBrkr,936,2,3,5,Typ,1,Gd,0.0,0.0,P,51,0,135,0,0,0,,MnPrv,,0,WD ,Normal,109500,11.603679828238693,90,60,4,2.0,
173,902106140,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,CBlock,1008.0,GasA,FuseA,1028,2,3,5,Typ,1,Gd,2.0,360.0,Y,0,0,130,0,0,0,,,,0,WD ,Normal,115000,11.652687407345388,83,60,6,1.0,3.0
174,902110090,20,RM,69.0,5805,Pave,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,1347.0,GasA,SBrkr,1347,3,4,6,Typ,0,,2.0,551.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,143000,11.870599909242044,53,53,6,3.0,3.0
175,902125080,50,RM,60.0,5790,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,Gambrel,CompShg,VinylSd,VinylSd,,0.0,Gd,CBlock,840.0,GasA,SBrkr,1605,3,3,8,Typ,0,,1.0,379.0,Y,0,0,202,0,0,0,,,,0,WD ,Normal,107400,11.584315461056901,95,60,3,2.0,3.0
176,902125160,30,RM,47.0,4608,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,747.0,GasA,SBrkr,747,2,3,4,Typ,0,,1.0,220.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,80000,11.289781913656018,65,60,4,1.0,3.0
178,902206040,50,RM,50.0,5500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,926.0,GasA,SBrkr,1316,3,3,6,Typ,0,,2.0,484.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,130000,11.77528972943772,81,9,4,2.0,3.0
179,902206130,45,RM,50.0,6900,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,827.0,GasA,SBrkr,1251,3,2,6,Typ,0,,1.0,240.0,N,0,0,0,0,0,0,,,,0,WD ,Normal,119000,11.686878772093667,72,10,6,1.0,2.5
180,902206220,50,RM,69.0,11851,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,BrkTil,1027.0,GasA,SBrkr,1633,3,4,7,Typ,1,Gd,1.0,240.0,Y,0,100,126,0,0,0,,,,0,WD ,Normal,129000,11.76756768334381,62,1,8,1.0,3.0
181,902206240,50,RM,,8239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,1008.0,GasA,SBrkr,1245,3,3,6,Typ,0,,1.0,315.0,Y,0,0,334,0,0,0,,,,0,WD ,Normal,100000,11.512925464970229,90,48,4,1.0,3.0
183,902207140,30,RM,60.0,8520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,BrkTil,624.0,GasA,SBrkr,720,2,3,5,Typ,0,,2.0,484.0,Y,106,0,0,0,0,0,,,,0,WD ,Normal,105900,11.570250531589497,82,7,6,1.0,3.0
185,902327040,50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,686.0,GasA,SBrkr,1652,4,3,7,Typ,0,,1.0,416.0,Y,0,0,196,0,0,0,,,Shed,1200,WD ,Normal,139000,11.842229212112828,95,60,4,3.0,3.0
186,902329030,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,Stone,346.0,GasA,SBrkr,2268,3,4,7,Typ,0,,2.0,624.0,N,0,108,0,0,0,0,,,,0,WD ,Normal,240000,12.388394202324129,120,8,8,3.0,3.0
188,902402010,20,RM,90.0,7407,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,912.0,GasA,FuseA,1236,2,3,6,Typ,0,,2.0,923.0,Y,0,158,158,0,0,0,,MnPrv,,0,WD ,Normal,149700,11.91638857040772,53,14,4,2.0,3.0
189,902402130,70,RM,60.0,7740,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,622.0,GasA,SBrkr,1363,3,3,6,Typ,0,,2.0,528.0,Y,0,0,0,0,168,0,,,,0,WD ,Normal,125500,11.740061037553975,100,60,6,1.0,3.0
191,902403070,70,RM,60.0,10560,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,738.0,GasA,SBrkr,1470,2,3,6,Min1,0,,2.0,624.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,140750,11.854740546001937,88,16,8,2.0,3.0
192,903204040,50,RM,53.0,5830,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,988.0,GasA,SBrkr,1612,3,3,7,Typ,0,,1.0,363.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,128500,11.763684183317412,60,13,8,2.0,3.0
193,903206120,75,RL,,7793,Pave,,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,1108.0,GasA,FuseA,2068,3,4,8,Typ,1,Gd,1.0,315.0,Y,0,0,60,0,0,0,,,,0,WD ,Normal,209500,12.25247901834433,88,5,2,2.0,3.0
194,903225150,30,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,765.0,GasA,FuseF,765,2,4,4,Typ,0,,1.0,200.0,P,135,0,41,0,0,0,,MnPrv,,0,WD ,Normal,87000,11.37366339763672,85,60,2,2.0,2.5
196,903227020,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,572.0,GasA,FuseA,1196,3,3,6,Typ,2,Gd,2.0,576.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,128000,11.759785542901755,70,60,8,3.0,3.0
197,903227150,50,RM,53.0,6360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,Stone,300.0,TA,CBlock,835.0,GasA,FuseA,1453,3,4,7,Min2,2,Fa,1.0,240.0,Y,0,0,35,0,148,0,,,,0,WD ,Normal,132000,11.790557201568507,68,60,4,2.0,3.0
198,903228150,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,780.0,GasA,SBrkr,1416,3,3,6,Typ,0,,1.0,312.0,P,221,0,48,0,0,0,,,,0,WD ,Normal,139900,11.848683160653573,62,60,4,2.0,3.0
199,903232190,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,528.0,GasA,SBrkr,1040,2,3,5,Typ,0,,2.0,624.0,P,306,0,32,0,0,0,,,,0,WD ,Normal,123900,11.727230067617233,74,30,6,1.0,3.0
200,903233120,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,928.0,GasA,FuseF,1536,4,3,7,Typ,1,Gd,2.0,480.0,Y,0,10,0,0,0,0,,MnPrv,,0,WD ,Normal,138400,11.837903322165706,80,60,4,2.0,3.0
201,903234050,30,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,1124.0,GasA,SBrkr,1068,2,3,5,Typ,1,Gd,1.0,288.0,Y,0,0,128,0,0,0,,,,0,WD ,Normal,109500,11.603679828238693,87,60,4,2.0,3.0
202,903425110,70,RM,50.0,10300,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,Gable,CompShg,Stucco,Stucco,,0.0,TA,BrkTil,576.0,GasA,SBrkr,1710,3,3,9,Typ,0,,2.0,480.0,Y,12,11,64,0,0,0,,GdPrv,,0,WD ,Normal,140000,11.84939770159144,89,60,6,2.0,3.0
203,903426180,50,RM,57.0,8094,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,888.0,GasA,SBrkr,1962,4,3,9,Typ,1,TA,2.0,572.0,Y,160,0,364,0,0,0,,GdPrv,,0,WD ,Normal,149500,11.915051671812877,95,60,8,2.0,3.0
204,903426200,70,RM,60.0,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,PConc,780.0,GasA,SBrkr,1560,3,4,7,Typ,0,,0.0,0.0,N,344,0,0,0,168,0,,,,0,WD ,Normal,159900,11.982303898822046,98,1,8,2.0,
